,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,_strategy,_equity_curve,
681,3116 days,92.6443203,10175.335,22306.274,1.75335,703.458242,0.204125816,32.84382116,0.006215045,0.009033849,0.002963094,-68.88940753,-9.248236511,1051 days,93 days,473,53.48837209,20.43429343,-14.15753881,0.225927317,56 days,9 days,1.172456972,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10000.000     0.000000              NaT
2004-08-24  10000.000     0.000000              NaT
2004-08-25  10000.000     0.000000              NaT
...               ...          ...              ...
2013-02-25   9990.295     0.552131              NaT
2013-02-26   9982.615     0.552475              NaT
2013-02-27  10098.415     0.547284              NaT
2013-02-28  10115.455     0.546520              NaT
2013-03-01  10175.335     0.543835        1051 days

[2148 rows x 3 columns]",
682,3116 days,73.13780261,109770.1255,109859.8855,997.701255,703.458242,32.45488325,37.36817464,0.868516687,1.804891341,0.846338983,-38.34738078,-5.494679309,695 days,44 days,263,58.93536122,13.31568498,-9.55830551,0.8997021,54 days,9 days,1.553444963,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23   10121.5000     0.000000              NaT
2004-08-24   10594.9900     0.000000              NaT
2004-08-25   10483.9300     0.010482              NaT
...                 ...          ...              ...
2013-02-25  107673.0055     0.019906              NaT
2013-02-26  107585.9655     0.020698              NaT
2013-02-27  108898.3655     0.008752              NaT
2013-02-28  109091.4855     0.006994              NaT
2013-03-01  109770.1255     0.000817          10 days

[2148 rows x 3 columns]",
683,3116 days,99.90689013,124654.009,181174.2805,1146.54009,703.458242,34.44558443,51.00489817,0.675338755,1.374057543,0.621962048,-55.3821323,-7.535576868,584 days,49 days,621,56.19967794,13.79027612,-20.43429343,0.535138629,56 days,9 days,1.34696927,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  122279.329     0.325073              NaT
2013-02-26  122180.769     0.325617              NaT
2013-02-27  123666.869     0.317415              NaT
2013-02-28  123885.549     0.316208              NaT
2013-03-01  124654.009     0.311966         584 days

[2148 rows x 3 columns]",
684,3116 days,92.6443203,10175.335,22306.274,1.75335,703.458242,0.204125816,32.84382116,0.006215045,0.009033849,0.002963094,-68.88940753,-9.248236511,1051 days,93 days,473,53.48837209,20.43429343,-14.15753881,0.225927317,56 days,9 days,1.172456972,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10000.000     0.000000              NaT
2004-08-24  10000.000     0.000000              NaT
2004-08-25  10000.000     0.000000              NaT
...               ...          ...              ...
2013-02-25   9990.295     0.552131              NaT
2013-02-26   9982.615     0.552475              NaT
2013-02-27  10098.415     0.547284              NaT
2013-02-28  10115.455     0.546520              NaT
2013-03-01  10175.335     0.543835        1051 days

[2148 rows x 3 columns]",
685,3116 days,70.15828678,106252.583,106252.583,962.52583,703.458242,31.94974167,37.61794548,0.849321813,1.785631396,0.752913711,-42.43479856,-5.59311901,823 days,49 days,249,58.23293173,13.31568498,-9.55830551,0.967582903,54 days,9 days,1.595989405,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  104232.563     0.015712              NaT
2013-02-26  104148.723     0.016504              NaT
2013-02-27  105412.873     0.004567              NaT
2013-02-28  105598.893     0.002810              NaT
2013-03-01  106252.583     0.000000          10 days

[2148 rows x 3 columns]",
686,3116 days,95.99627561,54520.538,74964.6345,445.20538,703.458242,22.01467926,42.79669677,0.514401366,0.955181898,0.403325994,-54.58284266,-6.425586029,1051 days,54 days,438,55.70776256,20.43429343,-13.43542785,0.524902644,56 days,9 days,1.341965353,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10000.000     0.000000              NaT
2004-08-24  10000.000     0.000000              NaT
2004-08-25  10000.000     0.000000              NaT
...               ...          ...              ...
2013-02-25  53487.398     0.286498              NaT
2013-02-26  53444.518     0.287070              NaT
2013-02-27  54091.068     0.278446              NaT
2013-02-28  54186.208     0.277176              NaT
2013-03-01  54520.538     0.272717        1051 days

[2148 rows x 3 columns]",
687,3116 days,99.90689013,124654.009,181174.2805,1146.54009,703.458242,34.44558443,51.00489817,0.675338755,1.374057543,0.621962048,-55.3821323,-7.535576868,584 days,49 days,621,56.19967794,13.79027612,-20.43429343,0.535138629,56 days,9 days,1.34696927,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  122279.329     0.325073              NaT
2013-02-26  122180.769     0.325617              NaT
2013-02-27  123666.869     0.317415              NaT
2013-02-28  123885.549     0.316208              NaT
2013-03-01  124654.009     0.311966         584 days

[2148 rows x 3 columns]",
688,3116 days,99.90689013,194064.39,194222.79,1840.6439,703.458242,41.61191399,53.25037296,0.781438921,1.776220077,0.749032865,-55.55418983,-5.492771144,689 days,34 days,503,55.46719682,20.43429343,-13.79027612,0.565897048,56 days,8 days,1.365942959,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.00     0.000000              NaT
2004-08-20   10000.00     0.000000              NaT
2004-08-23   10121.50     0.000000              NaT
2004-08-24   10594.99     0.000000              NaT
2004-08-25   10483.93     0.010482              NaT
...               ...          ...              ...
2013-02-25  190363.59     0.019870              NaT
2013-02-26  190209.99     0.020661              NaT
2013-02-27  192525.99     0.008736              NaT
2013-02-28  192866.79     0.006982              NaT
2013-03-01  194064.39     0.000816          10 days

[2148 rows x 3 columns]",
689,3116 days,92.6443203,10029.813,22306.274,0.29813,703.458242,0.034930211,32.83061915,0.001063952,0.001543998,0.000507048,-68.88940753,-9.248236511,1051 days,93 days,469,53.09168443,20.43429343,-14.15753881,0.208374782,56 days,9 days,1.162720015,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10000.000     0.000000              NaT
2004-08-24  10000.000     0.000000              NaT
2004-08-25  10000.000     0.000000              NaT
...               ...          ...              ...
2013-02-25   9844.773     0.558655              NaT
2013-02-26   9837.093     0.558999              NaT
2013-02-27   9952.893     0.553807              NaT
2013-02-28   9969.933     0.553044              NaT
2013-03-01  10029.813     0.550359        1051 days

[2148 rows x 3 columns]",
690,3116 days,92.6443203,10029.813,22306.274,0.29813,703.458242,0.034930211,32.83061915,0.001063952,0.001543998,0.000507048,-68.88940753,-9.248236511,1051 days,93 days,469,53.09168443,20.43429343,-14.15753881,0.208374782,56 days,9 days,1.162720015,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10000.000     0.000000              NaT
2004-08-24  10000.000     0.000000              NaT
2004-08-25  10000.000     0.000000              NaT
...               ...          ...              ...
2013-02-25   9844.773     0.558655              NaT
2013-02-26   9837.093     0.558999              NaT
2013-02-27   9952.893     0.553807              NaT
2013-02-28   9969.933     0.553044              NaT
2013-03-01  10029.813     0.550359        1051 days

[2148 rows x 3 columns]",
691,3116 days,92.6443203,10029.813,22306.274,0.29813,703.458242,0.034930211,32.83061915,0.001063952,0.001543998,0.000507048,-68.88940753,-9.248236511,1051 days,93 days,469,53.09168443,20.43429343,-14.15753881,0.208374782,56 days,9 days,1.162720015,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10000.000     0.000000              NaT
2004-08-24  10000.000     0.000000              NaT
2004-08-25  10000.000     0.000000              NaT
...               ...          ...              ...
2013-02-25   9844.773     0.558655              NaT
2013-02-26   9837.093     0.558999              NaT
2013-02-27   9952.893     0.553807              NaT
2013-02-28   9969.933     0.553044              NaT
2013-03-01  10029.813     0.550359        1051 days

[2148 rows x 3 columns]",
692,3116 days,92.6443203,10029.813,22306.274,0.29813,703.458242,0.034930211,32.83061915,0.001063952,0.001543998,0.000507048,-68.88940753,-9.248236511,1051 days,93 days,469,53.09168443,20.43429343,-14.15753881,0.208374782,56 days,9 days,1.162720015,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10000.000     0.000000              NaT
2004-08-24  10000.000     0.000000              NaT
2004-08-25  10000.000     0.000000              NaT
...               ...          ...              ...
2013-02-25   9844.773     0.558655              NaT
2013-02-26   9837.093     0.558999              NaT
2013-02-27   9952.893     0.553807              NaT
2013-02-28   9969.933     0.553044              NaT
2013-03-01  10029.813     0.550359        1051 days

[2148 rows x 3 columns]",
693,3116 days,99.90689013,43056.9655,62507.6575,330.569655,703.458242,18.68203438,45.79514795,0.407947899,0.73141255,0.222912212,-83.80893173,-8.291489301,1942 days,82 days,421,53.20665083,20.43429343,-13.79027612,0.387512154,56 days,8 days,1.256491252,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  42239.7055     0.324248              NaT
2013-02-26  42205.7855     0.324790              NaT
2013-02-27  42717.2355     0.316608              NaT
2013-02-28  42792.4955     0.315404              NaT
2013-03-01  43056.9655     0.311173        1942 days

[2148 rows x 3 columns]",
694,3116 days,92.6443203,10029.813,22306.274,0.29813,703.458242,0.034930211,32.83061915,0.001063952,0.001543998,0.000507048,-68.88940753,-9.248236511,1051 days,93 days,469,53.09168443,20.43429343,-14.15753881,0.208374782,56 days,9 days,1.162720015,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10000.000     0.000000              NaT
2004-08-24  10000.000     0.000000              NaT
2004-08-25  10000.000     0.000000              NaT
...               ...          ...              ...
2013-02-25   9844.773     0.558655              NaT
2013-02-26   9837.093     0.558999              NaT
2013-02-27   9952.893     0.553807              NaT
2013-02-28   9969.933     0.553044              NaT
2013-03-01  10029.813     0.550359        1051 days

[2148 rows x 3 columns]",
695,3116 days,80.91247672,64178.8005,67061.6185,541.788005,703.458242,24.37179979,39.21582223,0.62147874,1.18553548,0.358863091,-67.91392158,-7.590945899,1942 days,76 days,313,54.31309904,14.50331126,-9.55830551,0.53866658,54 days,8 days,1.330122398,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25  62960.6205     0.061153              NaT
2013-02-26  62910.0605     0.061907              NaT
2013-02-27  63672.4105     0.050539              NaT
2013-02-28  63784.5905     0.048866              NaT
2013-03-01  64178.8005     0.042988        1942 days

[2148 rows x 3 columns]",
696,3116 days,68.90130354,486.9425,11036.834,-95.130575,703.458242,-29.85173489,21.1816938,0,0,0,-96.02900161,-47.72354563,2935 days,1037 days,365,39.17808219,20.43429343,-13.79027612,-0.887733224,42 days,7 days,0.711858306,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000      0.00000              NaT
2004-08-20  10000.0000      0.00000              NaT
2004-08-23   9878.5000      0.01215              NaT
2004-08-24   9470.8000      0.05292              NaT
2004-08-25   9572.5000      0.04275              NaT
...                ...          ...              ...
2013-02-25    486.9425      0.95588              NaT
2013-02-26    486.9425      0.95588              NaT
2013-02-27    486.9425      0.95588              NaT
2013-02-28    486.9425      0.95588              NaT
2013-03-01    486.9425      0.95588        2935 days

[2148 rows x 3 columns]",
697,3116 days,91.43389199,37328.6795,40365.231,273.286795,703.458242,16.71082693,40.04783559,0.417271663,0.73525225,0.223139576,-74.88957018,-7.892417345,1942 days,84 days,381,51.96850394,20.43429343,-14.19262556,0.315878139,56 days,9 days,1.214788255,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25  36619.3595     0.092799              NaT
2013-02-26  36589.9195     0.093529              NaT
2013-02-27  37033.8195     0.082532              NaT
2013-02-28  37099.1395     0.080913              NaT
2013-03-01  37328.6795     0.075227        1942 days

[2148 rows x 3 columns]",
698,3116 days,99.90689013,43056.9655,62507.6575,330.569655,703.458242,18.68203438,45.79514795,0.407947899,0.73141255,0.222912212,-83.80893173,-8.291489301,1942 days,82 days,421,53.20665083,20.43429343,-13.79027612,0.387512154,56 days,8 days,1.256491252,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  42239.7055     0.324248              NaT
2013-02-26  42205.7855     0.324790              NaT
2013-02-27  42717.2355     0.316608              NaT
2013-02-28  42792.4955     0.315404              NaT
2013-03-01  43056.9655     0.311173        1942 days

[2148 rows x 3 columns]",
699,3116 days,99.90689013,43056.9655,62507.6575,330.569655,703.458242,18.68203438,45.79514795,0.407947899,0.73141255,0.222912212,-83.80893173,-8.291489301,1942 days,82 days,421,53.20665083,20.43429343,-13.79027612,0.387512154,56 days,8 days,1.256491252,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  42239.7055     0.324248              NaT
2013-02-26  42205.7855     0.324790              NaT
2013-02-27  42717.2355     0.316608              NaT
2013-02-28  42792.4955     0.315404              NaT
2013-03-01  43056.9655     0.311173        1942 days

[2148 rows x 3 columns]",
,3116 days,66.99255121,459.352,10000,-95.40648,703.458242,-30.33012748,21.73123669,0,0,0,-95.578145,-95.578145,3115 days,3115 days,378,39.94708995,20.43429343,-13.79027612,-0.865660665,42 days,7 days,0.720118876,GeneticStrategy,,
,3116 days,99.44134078,725.208,10972.7805,-92.74792,703.458242,-26.49595267,24.62071078,0,0,0,-94.52362599,-68.14318549,2935 days,1557 days,458,42.57641921,20.43429343,-13.79027612,-0.571114659,56 days,8 days,0.820876931,GeneticStrategy,,
,3116 days,96.46182495,5777.9435,20679.097,-42.220565,703.458242,-6.23265589,32.79754191,0,0,0,-80.72224817,-15.16362578,1453 days,153 days,549,54.82695811,14.50331126,-20.43429343,0.317560322,56 days,9 days,1.222400971,GeneticStrategy,,
,3116 days,77.56052142,77171.0055,77233.7055,671.710055,703.458242,27.09098151,38.95466808,0.695448912,1.361011207,0.417064903,-64.95627252,-6.623827001,1169 days,58 days,270,58.14814815,13.31568498,-9.55830551,0.740789413,48 days,9 days,1.449679813,GeneticStrategy,,
,3116 days,99.90689013,122979.865,212714.362,1129.79865,703.458242,34.23248231,51.11568675,0.669706004,1.408848733,0.489841578,-69.88480331,-7.469094604,844 days,44 days,573,55.84642234,16.82491869,-13.43542785,0.608951111,48 days,9 days,1.396082291,GeneticStrategy,,
,3116 days,66.5735568,554.508,11226.03,-94.45492,703.458242,-28.77421739,22.20907191,0,0,0,-96.06232568,-70.57628534,2935 days,1557 days,397,41.30982368,20.43429343,-13.79027612,-0.773599964,42 days,7 days,0.744425492,GeneticStrategy,,
,3116 days,99.58100559,893.071,10262.11,-91.06929,703.458242,-24.67839163,26.14679459,0,0,0,-91.30382543,-46.2714885,3101 days,1552 days,473,43.12896406,13.79027612,-20.43429343,-0.622277256,56 days,8 days,0.809998997,GeneticStrategy,,
,3116 days,99.90689013,36374.5255,56236.2725,263.745255,703.458242,16.35682609,45.03156817,0.363230213,0.638364623,0.195261366,-83.76888066,-8.615275852,1942 days,90 days,428,52.57009346,20.43429343,-13.79027612,0.40558597,56 days,8 days,1.262504881,GeneticStrategy,,
,3116 days,86.87150838,611.362,10000,-93.88638,703.458242,-27.95390745,23.52445415,0,0,0,-94.92526,-94.92526,3115 days,3115 days,440,41.59090909,20.43429343,-13.31568498,-0.66831976,56 days,7 days,0.783081955,GeneticStrategy,,
,3116 days,99.90689013,266597.506,280752.728,2565.97506,703.458242,46.98709447,55.91738993,0.840294844,1.908560643,0.943784345,-49.78583794,-5.984633151,560 days,38 days,593,55.98650927,13.79027612,-20.43429343,0.56215218,58 days,9 days,1.348282486,GeneticStrategy,,
,3116 days,68.99441341,453.171,15455.097,-95.46829,703.458242,-30.4407689,22.21762412,0,0,0,-97.13293938,-23.71919345,2935 days,518 days,395,38.73417722,20.43429343,-14.15753881,-0.939804161,42 days,7 days,0.694025991,GeneticStrategy,,
,3116 days,78.39851024,101168.6735,101251.1735,911.686735,703.458242,31.19292988,40.56369753,0.768986354,1.565053277,0.542826862,-57.46386567,-5.983121019,778 days,48 days,277,59.566787,13.31568498,-13.79027612,0.866838837,48 days,9 days,1.526668525,GeneticStrategy,,
,3116 days,99.90689013,1067.296,10000,-89.32704,703.458242,-23.08697327,24.61215451,0,0,0,-92.3341,-92.3341,3115 days,3115 days,464,43.31896552,20.43429343,-13.79027612,-0.502262453,56 days,8 days,0.844672261,GeneticStrategy,,
,3116 days,99.90689013,244225.876,259738.6775,2342.25876,703.458242,45.48343566,55.69352685,0.816673647,1.819182476,0.84085755,-54.09172535,-6.329684577,584 days,42 days,608,55.26315789,13.79027612,-20.43429343,0.583855886,58 days,9 days,1.371033482,GeneticStrategy,,
,3116 days,99.90689013,184562.7905,184713.2705,1745.627905,703.458242,40.78035333,53.52305282,0.761921288,1.63066412,0.860288409,-47.40311843,-6.161115733,532 days,41 days,599,55.92654424,13.79027612,-20.43429343,0.546696665,58 days,9 days,1.340790049,GeneticStrategy,,
,3116 days,99.90689013,71538.7165,71596.7965,615.387165,703.458242,25.96602656,46.94287472,0.553140955,1.037904903,0.354259634,-73.29659955,-6.616131403,1347 days,57 days,535,56.07476636,13.43542785,-20.43429343,0.462923399,48 days,8 days,1.303761778,GeneticStrategy,,
,3116 days,99.90689013,39711.686,58282.4,297.11686,703.458242,17.56124079,45.36432062,0.387115701,0.687122555,0.209570583,-83.79630643,-8.560099584,1942 days,89 days,419,52.50596659,20.43429343,-13.79027612,0.39056709,56 days,8 days,1.254176777,GeneticStrategy,,
,3116 days,63.91992551,459.644,10000,-95.40356,703.458242,-30.32493318,19.56768836,0,0,0,-95.728425,-95.728425,3115 days,3115 days,354,38.98305085,20.43429343,-13.79027612,-0.989851152,42 days,6 days,0.680398383,GeneticStrategy,,
,3116 days,99.90689013,33025.095,56236.2725,230.25095,703.458242,15.04558991,44.46601339,0.338361566,0.586845096,0.177355505,-84.83294568,-8.646571882,1942 days,90 days,409,51.58924205,20.43429343,-13.79027612,0.308387042,56 days,8 days,1.210336508,GeneticStrategy,,
,3116 days,99.90689013,52753.032,52795.932,427.53032,703.458242,21.54383583,45.26338879,0.475966038,0.854787939,0.397742288,-54.16531385,-8.062205406,1158 days,69 days,580,54.48275862,13.79027612,-20.43429343,0.469074182,58 days,9 days,1.297839095,GeneticStrategy,,
,3116 days,69.18063315,125575.8375,125575.8375,1155.758375,703.458242,34.56184796,38.99387282,0.88634048,1.892102792,1.012288964,-34.14227478,-5.550164561,576 days,48 days,254,59.84251969,14.50331126,-9.55830551,1.095920403,54 days,9 days,1.701586894,GeneticStrategy,,
,3116 days,64.4320298,488.516,10000,-95.11484,703.458242,-29.82517943,20.99681315,0,0,0,-95.548625,-95.548625,3115 days,3115 days,375,40.53333333,20.43429343,-13.79027612,-0.811224947,42 days,6 days,0.734365056,GeneticStrategy,,
,3116 days,99.90689013,176418.3115,189490.52,1664.183115,703.458242,40.0369207,53.72531059,0.745215249,1.58293885,0.786363029,-50.91404253,-7.084713727,584 days,45 days,579,57.16753022,13.79027612,-20.43429343,0.704565394,58 days,9 days,1.432192838,GeneticStrategy,,
,3116 days,67.92364991,121153.4725,121252.4725,1111.534725,703.458242,33.99705986,37.70339276,0.901697629,1.92054298,1.030477973,-32.99154445,-5.259380205,576 days,46 days,243,59.67078189,13.31568498,-9.55830551,0.960820436,54 days,9 days,1.602267163,GeneticStrategy,,
,3116 days,99.90689013,116417.15,116512.19,1064.1715,703.458242,33.37162499,50.78831698,0.657072866,1.330593556,0.651388795,-51.23149988,-7.520744151,570 days,56 days,585,55.72649573,13.79027612,-20.43429343,0.530309265,58 days,9 days,1.33100881,GeneticStrategy,,
,3116 days,66.29422719,483.309,11496.0425,-95.16691,703.458242,-29.91334688,21.06799856,0,0,0,-95.81331576,-25.05969077,3101 days,778 days,379,38.52242744,20.43429343,-12.37393619,-0.89078551,42 days,7 days,0.70829075,GeneticStrategy,,
,3116 days,99.90689013,2900.962,18759.6585,-70.99038,703.458242,-13.51390809,32.09758227,0,0,0,-84.80491263,-14.23501842,2957 days,344 days,548,50.54744526,13.31568498,-20.43429343,-0.096626534,56 days,9 days,1.015230837,GeneticStrategy,,
,3116 days,99.90689013,1004.9795,10693.773,-89.950205,703.458242,-23.62791558,26.01775053,0,0,0,-90.60837087,-47.42054354,2909 days,1038 days,464,43.10344828,13.43542785,-20.43429343,-0.556427222,56 days,8 days,0.831065509,GeneticStrategy,,
,3116 days,99.90689013,92422.688,103863.647,824.22688,703.458242,29.80865023,49.63515194,0.600555233,1.166905293,0.585470113,-50.91404253,-6.498739135,593 days,55 days,551,54.99092559,13.79027612,-20.43429343,0.432996334,58 days,9 days,1.27444103,GeneticStrategy,,
,3116 days,99.90689013,44409.7965,59595.1535,344.097965,703.458242,19.11355814,44.94315745,0.42528294,0.774396959,0.30242706,-63.20055539,-7.930912922,1942 days,80 days,461,55.31453362,16.82491869,-13.79027612,0.53490074,56 days,8 days,1.352460518,GeneticStrategy,,
,3116 days,99.90689013,3474.4325,13713.927,-65.255675,703.458242,-11.66410474,32.64070719,0,0,0,-75.9485084,-18.09946904,2909 days,389 days,544,51.47058824,13.31568498,-20.43429343,-0.006263602,56 days,8 days,1.055772544,GeneticStrategy,,
,3116 days,99.90689013,1238.314,11648.355,-87.61686,703.458242,-21.73414635,28.82888974,0,0,0,-89.37486023,-21.56621415,3077 days,623 days,511,47.35812133,13.79027612,-20.43429343,-0.259130387,56 days,8 days,0.949493216,GeneticStrategy,,
,3116 days,99.90689013,32900.744,51408.8005,229.00744,703.458242,14.99468447,44.42163666,0.337553625,0.586033497,0.179178375,-83.68579325,-8.643995947,1942 days,90 days,412,50.72815534,20.43429343,-13.79027612,0.232034725,56 days,8 days,1.17051108,GeneticStrategy,,
,3116 days,99.90689013,181734.167,181882.667,1717.34167,703.458242,40.52549703,53.69639135,0.754715466,1.683792713,0.82695179,-49.00587618,-5.549786307,710 days,36 days,465,56.77419355,20.43429343,-9.55830551,0.881812867,56 days,8 days,1.567839585,GeneticStrategy,,
,3116 days,99.90689013,83327.8825,83395.8625,733.278825,703.458242,28.24064185,48.44722586,0.582915561,1.155229731,0.449403497,-62.8402806,-6.191156049,1732 days,60 days,456,55.48245614,16.82491869,-13.79027612,0.71339355,56 days,8 days,1.460629288,GeneticStrategy,,
,3116 days,99.90689013,76517.6625,81451.6435,665.176625,703.458242,26.96427573,48.66365356,0.554094766,1.086033768,0.341131243,-79.04370033,-7.201610324,1942 days,67 days,438,53.42465753,20.43429343,-9.647676336,0.492766576,56 days,8 days,1.31939639,GeneticStrategy,,
,3116 days,67.59776536,92994.9535,92994.9535,829.949535,703.458242,29.90268859,36.18478929,0.826388358,1.679646247,0.766630659,-39.00533881,-5.545094236,577 days,46 days,252,57.93650794,13.31568498,-9.55830551,0.85929402,54 days,9 days,1.532224019,GeneticStrategy,,
,3116 days,71.46182495,169871.305,170009.905,1598.71305,703.458242,39.41700759,38.76160501,1.016908551,2.294515248,0.650095069,-60.63268196,-4.673825094,748 days,40 days,224,63.83928571,13.31568498,-9.55830551,1.272961127,48 days,10 days,1.820001681,GeneticStrategy,,
,3116 days,99.53445065,33690.539,56236.2725,236.90539,703.458242,15.31516071,44.54312907,0.34382768,0.597437308,0.181065537,-84.58352125,-8.639235869,1942 days,90 days,417,52.0383693,20.43429343,-13.79027612,0.334336825,56 days,8 days,1.223682557,GeneticStrategy,,
,3116 days,99.90689013,1552.695,10856.2145,-84.47305,703.458242,-19.62897761,28.0065509,0,0,0,-86.50523163,-26.62047215,2957 days,623 days,487,47.6386037,13.31568498,-20.43429343,-0.299178795,58 days,8 days,0.928945215,GeneticStrategy,,
,3116 days,99.90689013,34309.455,49476.1925,243.09455,703.458242,15.56169727,43.34805251,0.35899415,0.618226944,0.334515869,-46.52005701,-7.629274888,656 days,66 days,543,56.35359116,16.82491869,-15.3051017,0.467452685,48 days,8 days,1.306571539,GeneticStrategy,,
,3116 days,67.50465549,97303.0695,97303.0695,873.030695,703.458242,30.59467234,36.30330935,0.842751608,1.721242075,0.782079529,-39.11964348,-5.430496199,577 days,46 days,253,56.91699605,13.31568498,-9.55830551,0.793136961,48 days,9 days,1.48961801,GeneticStrategy,,
,3116 days,99.90689013,70280.1075,79272.8725,602.801075,703.458242,25.70398756,47.82590796,0.537449024,1.005576322,0.504850652,-50.91404253,-7.080907324,593 days,57 days,546,54.76190476,13.79027612,-20.43429343,0.440553441,58 days,9 days,1.277683051,GeneticStrategy,,
,3116 days,99.90689013,427930.225,461492.935,4179.30225,703.458242,55.37821361,58.76238484,0.942409226,2.305257789,1.41950264,-39.01240622,-6.458078485,560 days,38 days,628,57.48407643,13.79027612,-20.43429343,0.749835992,58 days,9 days,1.462600977,GeneticStrategy,,
,3116 days,99.90689013,53499.721,65809.903,434.99721,703.458242,21.74441879,45.64658779,0.476364605,0.888603413,0.313866267,-69.27924738,-7.627623964,1942 days,71 days,470,54.04255319,20.43429343,-12.37393619,0.435029992,56 days,8 days,1.294224057,GeneticStrategy,,
,3116 days,99.90689013,137123.331,137235.531,1271.23331,703.458242,35.95779905,50.92837297,0.706046491,1.454294908,0.661293075,-54.37498202,-5.786525258,563 days,43 days,587,53.8330494,13.79027612,-20.43429343,0.428901183,58 days,9 days,1.2763892,GeneticStrategy,,
